trial,span-norm,depth-norm,theta-norm,opt-span-norm,opt-depth-norm,opt-theta-norm,Differance
barrett_rotateLeft_up,0.01,0.219,0.0,0.0,0.219,15,0.2717993877991494
barrett_rotateLeft_up-right,0.214,0.109,4.0655,0.27,0.193,15,0.29179846277231164
barrett_rotateLeft_right,0.571,-0.147,2.9130000000000003,0.571,0.0,15,0.35795794668855463
barrett_rotateLeft_down-right,0.677,-0.486,2.387,0.695,0.498,15,1.204302998930128
barrett_rotateLeft_down,0.018,-0.293,1.193,0.0,-0.293,15,0.258977609822857
barrett_rotateLeft_down-left,-0.754,-0.362,5.2165,0.699,0.5,15,1.860207749290797
barrett_rotateLeft_left,-0.569,-0.063,1.169,-0.569,0.0,15,0.3043964888433357
barrett_rotateLeft_up-left,-0.168,0.173,4.7295,0.219,0.156,15,0.5666272458880696
barrett_rotateRight_up,0.043,0.178,4.171,0.0,0.178,15,0.23200170469846593
barrett_rotateRight_up-right,0.075,0.181,10.213000000000001,0.188,0.134,15,0.20593355085202436
barrett_rotateRight_right,0.555,-0.032,6.9815000000000005,0.555,0.0,15,0.1719492260711653
barrett_rotateRight_down-right,0.619,-0.491,5.3155,0.638,0.457,15,1.1172167931366048
barrett_rotateRight_down,-0.029,-0.203,1.7775,0.0,-0.203,15,0.25977616034495027
barrett_rotateRight_down-left,-0.52,-0.59,8.6915,0.633,0.453,15,1.6648574525074178
barrett_rotateRight_left,-0.556,-0.081,1.73,-0.556,0.0,15,0.31260519173964757
barrett_rotateRight_up-left,-0.202,0.162,3.456,0.272,0.195,15,0.6766281544178925
modelO-rubber_noRotate_up,-0.048,0.332,2.402,0.0,0.332,0,0.0899228086329038
modelO-rubber_noRotate_up-right,0.209,0.3,1.2645,0.35,0.199,0,0.1955113212251106
modelO-rubber_noRotate_right,0.707,-0.037,12.109,0.707,0.0,0,0.24834191912399337
modelO-rubber_noRotate_down-right,0.958,-0.209,22.82,0.879,0.5,0,1.1116718279379407
modelO-rubber_noRotate_down,-0.023,-0.431,0.04,0.0,-0.431,0,0.023698131700797733
modelO-rubber_noRotate_down-left,-1.317,-0.089,41.449,1.124,0.64,0,3.2709540533454278
modelO-rubber_noRotate_left,-0.851,0.065,11.768,-0.851,0.0,0,0.2703903463746927
modelO-rubber_noRotate_up-left,-0.346,0.162,5.2139999999999995,0.589,0.335,0,1.0418715950292785
modelO-rubber_noRotate_rotate-clockwise,-0.045,0.063,25.688000000000002,0.0,0.0,25.688,0.0774209274033837
modelO-rubber_noRotate_rotate-counterClockwise,-0.067,0.006,28.411,0.0,0.0,28.411,0.06726812023536856
modelO-rubber_rotateLeft_up,-0.022,0.209,1.2195,0.0,0.209,15,0.26251509757107855
modelO-rubber_rotateLeft_up-right,0.291,0.177,0.5845,0.321,0.183,15,0.2821920554027993
modelO-rubber_rotateLeft_right,0.729,0.08,5.4399999999999995,0.729,0.0,15,0.24685347649065792
modelO-rubber_rotateLeft_down-right,1.295,-0.125,34.893,1.12,0.638,15,1.1300099474001108
modelO-rubber_rotateLeft_down,-0.016,-0.389,5.7844999999999995,0.0,-0.389,15,0.17684081721753747
modelO-rubber_rotateLeft_down-left,-1.209,-0.135,33.512,1.122,0.639,15,2.779238058709514
modelO-rubber_rotateLeft_left,-0.765,-0.058,10.497,-0.765,0.0,15,0.13659217621730466
modelO-rubber_rotateLeft_up-left,-0.269,0.055,4.8365,0.3,0.171,15,0.75809042175782
modelO-rubber_rotateRight_up,-0.013,0.21,1.854,0.0,0.21,15,0.24244098346717452
modelO-rubber_rotateRight_up-right,0.162,0.18,2.946,0.322,0.183,15,0.37041011056390705
modelO-rubber_rotateRight_right,0.703,0.052,5.7885,0.703,0.0,15,0.21277100404745766
modelO-rubber_rotateRight_down-right,1.063,-0.21,38.8805,0.944,0.537,15,1.1732125479714188
modelO-rubber_rotateRight_down,-0.066,-0.399,5.178,0.0,-0.399,15,0.23742623913088307
modelO-rubber_rotateRight_down-left,-1.372,-0.08,43.012,1.178,0.671,15,3.147190741508564
modelO-rubber_rotateRight_left,-0.805,0.014,11.852,-0.805,0.0,15,0.06894296485278147
modelO-rubber_rotateRight_up-left,-0.304,0.228,11.4515,0.335,0.191,15,0.702003317145062
modelO-pin-noStopper_noRotate_up,0.015,0.305,2.9665,0.0,0.305,0,0.06677519226041179
modelO-pin-noStopper_noRotate_up-right,0.283,0.173,1.7775,0.318,0.181,0,0.06692587359623173
modelO-pin-noStopper_noRotate_right,0.649,0.046,0.0,0.649,0.0,0,0.046
modelO-pin-noStopper_noRotate_down-right,0.922,-0.285,17.496,0.886,0.505,0,1.0961826337026124
modelO-pin-noStopper_noRotate_down,0.012,-0.306,1.169,0.0,-0.306,0,0.03240289895581371
modelO-pin-noStopper_noRotate_down-left,-1.124,-0.303,29.8325,1.013,0.577,0,2.8317722748055374
modelO-pin-noStopper_noRotate_left,-0.628,-0.084,7.278499999999999,-0.628,0.0,0,0.21103378960640723
modelO-pin-noStopper_noRotate_up-left,-0.236,0.181,7.614000000000001,0.299,0.17,0,0.668002441410106
modelO-pin-noStopper_noRotate_rotate-clockwise,0.058,-0.048,23.137,0.0,0.0,23.137,0.07528612089887485
modelO-pin-noStopper_noRotate_rotate-counterClockwise,0.06,0.067,20.528,0.0,0.0,20.528,0.0899388681271896
modelO-pin-noStopper_rotateLeft_up,0.001,0.173,1.219,0.0,0.173,15,0.24152382421733856
modelO-pin-noStopper_rotateLeft_up-right,0.253,0.181,6.468500000000001,0.356,0.203,15,0.25422607689344917
modelO-pin-noStopper_rotateLeft_right,0.664,0.032,7.7585,0.664,0.0,15,0.15838801778316935
modelO-pin-noStopper_rotateLeft_down-right,1.086,-0.115,34.1195,1.108,0.631,15,1.0800225526168674
modelO-pin-noStopper_rotateLeft_down,-0.018,-0.17,0.01,0.0,-0.17,15,0.27962485487395006
modelO-pin-noStopper_rotateLeft_down-left,-1.157,-0.176,45.0,1.027,0.585,15,2.836384325535863
modelO-pin-noStopper_rotateLeft_left,-0.498,-0.011,9.802,-0.498,0.0,15,0.1017222145186653
modelO-pin-noStopper_rotateLeft_up-left,-0.162,0.172,1.7535,0.224,0.128,15,0.6196947176149739
modelO-pin-noStopper_rotateRight_up,0.015,0.177,1.7535,0.0,0.177,15,0.24619503936542886
modelO-pin-noStopper_rotateRight_up-right,0.283,0.178,0.5845,0.298,0.17,15,0.26859793832124257
modelO-pin-noStopper_rotateRight_right,0.706,-0.032,7.310499999999999,0.706,0.0,15,0.166207092832104
modelO-pin-noStopper_rotateRight_down-right,1.221,-0.119,33.092,1.133,0.645,15,1.0848163319650734
modelO-pin-noStopper_rotateRight_down,-0.035,-0.133,2.4105,0.0,-0.133,15,0.25472822617982616
modelO-pin-noStopper_rotateRight_down-left,-1.198,-0.28,28.444499999999998,1.065,0.607,15,2.6652758137837345
modelO-pin-noStopper_rotateRight_left,-0.74,0.018,13.302,-0.74,0.0,15,0.04763569069886371
modelO-pin-noStopper_rotateRight_up-left,-0.267,0.08,3.5225,0.431,0.246,15,0.9177879342085777
modelO-pin-stopper_noRotate_up,0.035,0.32,0.5845,0.0,0.32,0,0.04520144947790686
modelO-pin-stopper_noRotate_up-right,0.277,0.124,2.386,0.278,0.158,0,0.07565825865597461
modelO-pin-stopper_noRotate_right,0.574,0.013,11.961,0.574,0.0,0,0.22175883183104178
modelO-pin-stopper_noRotate_down-right,0.896,-0.261,19.0445,0.894,0.509,0,1.1023918267942767
modelO-pin-stopper_noRotate_down,-0.028,-0.245,1.193,0.0,-0.245,0,0.048821777976292356
modelO-pin-stopper_noRotate_down-left,-0.865,-0.192,21.449499999999997,0.894,0.509,0,2.2679013001083264
modelO-pin-stopper_noRotate_left,-0.71,-0.017,10.099,-0.71,0.0,0,0.19326080115890737
modelO-pin-stopper_noRotate_up-left,-0.253,0.187,0.6095,0.352,0.201,0,0.6157997435829533
modelO-pin-stopper_noRotate_rotate-clockwise,0.035,0.037,9.635,0.0,0.0,9.635,0.05093132631298737
modelO-pin-stopper_noRotate_rotate-counterClockwise,0.013,-0.149,17.646,0.0,0.0,17.646,0.14956603892595405
modelO-pin-stopper_rotateLeft_up,0.05,0.083,1.169,0.0,0.083,15,0.29139648884333574
modelO-pin-stopper_rotateLeft_up-right,0.284,0.121,2.938,0.305,0.174,15,0.2675303856305129
modelO-pin-stopper_rotateLeft_right,0.668,-0.049,8.8995,0.668,0.0,15,0.15547381101791408
modelO-pin-stopper_rotateLeft_down-right,0.945,-0.287,24.768,1.023,0.582,15,1.042977314319583
modelO-pin-stopper_rotateLeft_down,-0.006,-0.16,2.9415,0.0,-0.16,15,0.21646052785173622
modelO-pin-stopper_rotateLeft_down-left,-1.252,-0.109,41.304500000000004,1.082,0.616,15,2.903109339292822
modelO-pin-stopper_rotateLeft_left,-0.679,-0.043,12.4125,-0.679,0.0,15,0.08816039439535331
modelO-pin-stopper_rotateLeft_up-left,-0.159,0.116,1.7515,0.265,0.151,15,0.6566720689237353
modelO-pin-stopper_rotateRight_up,0.018,0.139,3.0935,0.0,0.139,15,0.22580762738870488
modelO-pin-stopper_rotateRight_up-right,0.22,0.143,0.5845,0.277,0.158,15,0.31053858643440807
modelO-pin-stopper_rotateRight_right,0.821,0.007,9.6225,0.821,0.0,15,0.10085508052599508
modelO-pin-stopper_rotateRight_down-right,1.245,-0.189,36.738,1.214,0.691,15,1.2599455262326342
modelO-pin-stopper_rotateRight_down,0.035,-0.157,1.7535,0.0,-0.157,15,0.2661950393654289
modelO-pin-stopper_rotateRight_down-left,-1.163,-0.169,40.336,1.079,0.615,15,2.8173218791400134
modelO-pin-stopper_rotateRight_left,-0.662,0.068,13.3295,-0.662,0.0,15,0.0971557251545653
modelO-pin-stopper_rotateRight_up-left,-0.177,0.186,4.2755,0.234,0.133,15,0.6015810209460751
modelK-pin_noRotate_up,0.093,0.284,1.194,0.0,0.284,0,0.11383923126881229
modelK-pin_noRotate_up-right,0.227,0.161,2.8715,0.284,0.163,0,0.10715220639741393
modelK-pin_noRotate_right,0.703,-0.04,5.9245,0.703,0.0,0,0.14340203153440403
modelK-pin_noRotate_down-right,1.21,-0.099,36.6975,1.075,0.618,0,1.3700907219859597
modelK-pin_noRotate_down,0.109,-0.343,0.6095,0.0,-0.343,0,0.11963778179090544
modelK-pin_noRotate_down-left,-1.22,-0.156,38.1065,1.145,0.658,0,3.166247820465051
modelK-pin_noRotate_left,-0.677,0.009,17.115499999999997,-0.677,0.0,0,0.3077218281250893
modelK-pin_noRotate_up-left,-0.328,0.25,2.387,0.374,0.215,0,0.7445329748263191
modelK-pin_noRotate_rotate-clockwise,-0.008,-0.093,25.179000000000002,0.0,0.0,25.179,0.09334345183246659
modelK-pin_noRotate_rotate-counterClockwise,0.097,-0.004,19.575499999999998,0.0,0.0,19.575,0.09709116584099795
modelK-pin_rotateLeft_up,-0.009,0.153,1.6320000000000001,0.0,0.153,15,0.242315614406602
modelK-pin_rotateLeft_up-right,0.184,0.159,1.671,0.258,0.148,15,0.30744803645539653
modelK-pin_rotateLeft_right,0.536,-0.03,11.784500000000001,0.536,0.0,15,0.08612106209787763
modelK-pin_rotateLeft_down-right,1.077,-0.298,26.048000000000002,1.04,0.598,15,1.0895876012492356
modelK-pin_rotateLeft_down,-0.025,-0.11,2.7249999999999996,0.0,-0.11,15,0.23923916568230394
modelK-pin_rotateLeft_down-left,-1.083,-0.197,33.299,1.07,0.615,15,2.6204108287031667
modelK-pin_rotateLeft_left,-0.547,-0.021,9.565999999999999,-0.547,0.0,15,0.11584119155337189
modelK-pin_rotateLeft_up-left,-0.247,0.118,1.7575,0.266,0.153,15,0.7453177971257351
modelK-pin_rotateRight_up,0.015,0.123,1.169,0.0,0.123,15,0.2563964888433357
modelK-pin_rotateRight_up-right,0.259,0.134,1.214,0.374,0.215,15,0.3812738078440824
modelK-pin_rotateRight_right,0.831,0.021,18.657,0.831,0.0,15,0.08482669074543267
modelK-pin_rotateRight_down-right,1.12,-0.09,38.155,1.051,0.604,15,1.1015526684899732
modelK-pin_rotateRight_down,0.02,-0.123,0.5845,0.0,-0.123,15,0.27159793832124257
modelK-pin_rotateRight_down-left,-1.077,-0.157,22.002000000000002,0.949,0.545,15,2.2663814546671794
modelK-pin_rotateRight_left,-0.751,-0.017,10.4985,-0.751,0.0,15,0.09556599627852476
modelK-pin_rotateRight_up-left,-0.383,0.093,1.169,0.386,0.222,15,1.0211413188999383
trial,span,depth,theta,ideal-span,ideal-depth,ideal-theta,magnitude,Differance
barrett_1_noRotate_up,-0.023,0.357,2.386,0.0,0.357,0,0.358,0.0646435559525847
barrett_2_noRotate_up,-0.008,0.335,4.673,0.0,0.335,0,0.335,0.08955923594569501
barrett_1_noRotate_up-right,0.128,0.113,0.0,0.137,0.098,0,0.171,0.017492855684535905
barrett_2_noRotate_up-right,0.126,0.228,4.673,0.26,0.186,0,0.26,0.2219871533980307
barrett_1_noRotate_right,0.553,0.007,1.169,0.553,0.0,0,0.553,0.02740289895581371
barrett_2_noRotate_right,0.477,-0.031,3.555,0.477,0.0,0,0.478,0.09304645490839843
barrett_1_noRotate_down-right,0.697,-0.617,0.0,0.754,0.54,0,0.931,1.1584032113215157
barrett_2_noRotate_down-right,0.572,-0.345,1.169,0.578,0.414,0,0.668,0.7794266140003436
barrett_1_noRotate_down,0.009,-0.276,0.0,0.0,-0.276,0,0.276,0.009
barrett_2_noRotate_down,-0.017,-0.337,4.581,0.0,-0.337,0,0.337,0.09695353303386024
barrett_1_noRotate_down-left,-0.71,-0.45,2.284,0.722,0.517,0,0.841,1.7677849039844482
barrett_2_noRotate_down-left,-0.66,-0.609,2.338,0.721,0.516,0,0.898,1.8220373943077839
barrett_1_noRotate_left,-0.505,-0.074,4.574,-0.505,0.0,0,0.51,0.15383135998622063
barrett_2_noRotate_left,-0.5,-0.367,20.842,-0.5,0.0,0,0.62,0.7307615227006581
barrett_1_noRotate_up-left,-0.167,0.138,2.386,0.174,0.125,0,0.217,0.38289126656761574
barrett_2_noRotate_up-left,-0.211,0.155,5.826,0.23,0.165,0,0.262,0.5427962463352233
barrett_1_noRotate_rotate-clockwise,-0.08,-0.073,16.26,0.0,0.0,16.26,0.108,0.10830050784737807
barrett_2_noRotate_rotate-clockwise,0.152,-0.095,31.855,0.0,0.0,31.855,0.179,0.17924564150907546
barrett_1_noRotate_rotate-counterClockwise,-0.031,-0.037,14.292,0.0,0.0,14.292,0.048,0.048270073544588676
barrett_2_noRotate_rotate-counterClockwise,-0.168,-0.049,23.275,0.0,0.0,23.275,0.175,0.17500000000000002
barrett_1_rotateLeft_up,-0.025,0.175,0.0,0.0,0.175,15,0.177,0.28679938779914943
barrett_2_rotateLeft_up,0.044,0.264,0.0,0.0,0.264,15,0.268,0.3057993877991494
barrett_1_rotateLeft_up-right,0.188,0.12,2.388,0.294,0.21,15,0.223,0.35917487162767436
barrett_2_rotateLeft_up-right,0.24,0.097,5.743,0.246,0.176,15,0.259,0.2407926493282241
barrett_1_rotateLeft_right,0.553,-0.151,1.169,0.553,0.0,15,0.573,0.3923964888433357
barrett_2_rotateLeft_right,0.589,-0.143,4.657,0.589,0.0,15,0.606,0.3235194045337735
barrett_1_rotateLeft_down-right,0.714,-0.54,1.219,0.725,0.519,15,0.895,1.2995809520437842
barrett_2_rotateLeft_down-right,0.64,-0.431,3.555,0.665,0.476,15,0.772,1.10709740992249
barrett_1_rotateLeft_down,-0.03,-0.244,1.169,0.0,-0.244,15,0.246,0.2713964888433357
barrett_2_rotateLeft_down,0.066,-0.342,1.217,0.0,-0.342,15,0.348,0.30655873080237844
barrett_1_rotateLeft_down-left,-0.753,-0.374,4.607,0.705,0.505,15,0.841,1.8838623332172666
barrett_2_rotateLeft_down-left,-0.755,-0.35,5.826,0.692,0.495,15,0.832,1.8357757788193907
barrett_1_rotateLeft_left,-0.571,-0.053,1.169,-0.571,0.0,15,0.573,0.29439648884333575
barrett_2_rotateLeft_left,-0.566,-0.072,1.169,-0.566,0.0,15,0.571,0.3133964888433357
barrett_1_rotateLeft_up-left,-0.134,0.152,7.125,0.211,0.151,15,0.203,0.4824461278668717
barrett_2_rotateLeft_up-left,-0.201,0.194,2.334,0.226,0.162,15,0.279,0.6492607874494264
barrett_1_rotateRight_up,0.02,0.127,5.956,0.0,0.127,15,0.129,0.17784757755036712
barrett_2_rotateRight_up,0.065,0.23,2.386,0.0,0.23,15,0.239,0.2851558318465647
barrett_1_rotateRight_up-right,0.072,0.159,17.021,0.174,0.125,15,0.175,0.14279054462853033
barrett_2_rotateRight_up-right,0.077,0.202,3.405,0.201,0.144,15,0.216,0.3392650464379234
barrett_1_rotateRight_right,0.565,0.003,1.169,0.565,0.0,15,0.565,0.24439648884333573
barrett_2_rotateRight_right,0.546,-0.068,12.794,0.546,0.0,15,0.55,0.10650196329899492
barrett_1_rotateRight_down-right,0.717,-0.585,1.169,0.746,0.534,15,0.925,1.3607722077152433
barrett_2_rotateRight_down-right,0.521,-0.397,9.462,0.531,0.38,15,0.655,0.8737206813753252
barrett_1_rotateRight_down,-0.013,-0.127,1.169,0.0,-0.127,15,0.128,0.2543964888433357
barrett_2_rotateRight_down,-0.045,-0.28,2.386,0.0,-0.28,15,0.284,0.2651558318465647
barrett_1_rotateRight_down-left,-0.619,-0.661,2.292,0.723,0.517,15,0.906,2.0074750238436607
barrett_2_rotateRight_down-left,-0.421,-0.518,15.091,0.544,0.389,15,0.668,1.325927330066615
barrett_1_rotateRight_left,-0.45,0.028,1.169,-0.45,0.0,15,0.451,0.2693964888433357
barrett_2_rotateRight_left,-0.662,-0.191,2.291,-0.662,0.0,15,0.689,0.4128138946359593
barrett_1_rotateRight_up-left,-0.179,0.127,2.338,0.181,0.129,15,0.219,0.5809991454002112
barrett_2_rotateRight_up-left,-0.225,0.196,4.574,0.364,0.26,15,0.298,0.7744349045241927
modelO-rubber_1_noRotate_up,-0.095,0.371,0.04,0.0,0.371,0,0.383,0.09569813170079773
modelO-rubber_2_noRotate_up,0.0,0.292,4.764,0.0,0.292,0,0.292,Differance
modelO-rubber_1_noRotate_up-right,0.175,0.258,2.489,0.281,0.16,0,0.312,0.18780190454308762
modelO-rubber_2_noRotate_up-right,0.243,0.343,0.04,0.419,0.239,0,0.42,0.20512904912768795
modelO-rubber_1_noRotate_right,0.729,-0.155,16.927,0.729,0.0,0,0.745,0.45043188248508015
modelO-rubber_2_noRotate_right,0.686,0.08,7.291,0.686,0.0,0,0.691,0.20725195576290656
modelO-rubber_1_noRotate_down-right,0.961,-0.362,19.179,0.909,0.518,0,1.027,1.2162717220688417
modelO-rubber_2_noRotate_down-right,0.955,-0.056,26.461,0.848,0.483,0,0.957,1.0113495439589892
modelO-rubber_1_noRotate_down,0.025,-0.519,0.04,0.0,-0.519,0,0.52,0.025698131700797735
modelO-rubber_2_noRotate_down,-0.07,-0.344,0.04,0.0,-0.344,0,0.351,0.07069813170079774
modelO-rubber_1_noRotate_down-left,-1.279,-0.104,39.067,1.093,0.622,0,1.283,3.1624646376438146
modelO-rubber_2_noRotate_down-left,-1.355,-0.073,43.831,1.155,0.658,0,1.357,3.3792754713054665
modelO-rubber_1_noRotate_left,-0.98,-0.009,11.768,-0.98,0.0,0,0.98,0.21439034637469273
modelO-rubber_2_noRotate_left,-0.722,0.14,11.768,-0.722,0.0,0,0.735,0.34539034637469274
modelO-rubber_1_noRotate_up-left,-0.338,0.169,0.02,0.707,0.402,0,0.378,1.0710096096269965
modelO-rubber_2_noRotate_up-left,-0.354,0.156,10.408,0.471,0.268,0,0.387,1.0142215835113437
modelO-rubber_1_noRotate_rotate-clockwise,0.096,0.169,26.565,0.0,0.0,26.565,0.194,0.19436306233438494
modelO-rubber_2_noRotate_rotate-clockwise,-0.186,-0.043,24.811,0.0,0.0,24.811,0.191,0.19090573590125573
modelO-rubber_1_noRotate_rotate-counterClockwise,0.008,-0.03,25.017,0.0,0.0,25.017,0.031,0.031048349392520047
modelO-rubber_2_noRotate_rotate-counterClockwise,-0.141,0.042,31.805,0.0,0.0,31.805,0.147,0.14712239802287072
modelO-rubber_1_rotateLeft_up,-0.026,0.261,1.169,0.0,0.261,15,0.262,0.2673964888433357
modelO-rubber_2_rotateLeft_up,-0.018,0.158,1.27,0.0,0.158,15,0.159,0.25763370629882143
modelO-rubber_1_rotateLeft_up-right,0.196,0.14,1.169,0.254,0.145,15,0.241,0.29961160715464724
modelO-rubber_2_rotateLeft_up-right,0.386,0.214,0.0,0.388,0.221,15,0.441,0.2690794976884299
modelO-rubber_1_rotateLeft_right,0.607,0.171,0.04,0.607,0.0,15,0.631,0.4321012560983517
modelO-rubber_2_rotateLeft_right,0.852,-0.011,10.84,0.852,0.0,15,0.852,0.08360569688296413
modelO-rubber_1_rotateLeft_down-right,1.221,-0.239,32.916,1.065,0.606,15,1.244,1.1719725380096626
modelO-rubber_2_rotateLeft_down-right,1.37,-0.01,36.87,1.175,0.669,15,1.37,1.0881495421512524
modelO-rubber_1_rotateLeft_down,-0.004,-0.416,6.995,0.0,-0.416,15,0.416,0.14371360662214608
modelO-rubber_2_rotateLeft_down,-0.028,-0.362,4.574,0.0,-0.362,15,0.363,0.2099680278129288
modelO-rubber_1_rotateLeft_down-left,-1.314,-0.08,38.882,1.126,0.641,15,1.316,2.961115308792274
modelO-rubber_2_rotateLeft_down-left,-1.105,-0.191,28.142,1.119,0.637,15,1.121,2.6025041206393213
modelO-rubber_1_rotateLeft_left,-0.672,-0.005,11.483,-0.672,0.0,15,0.672,0.06638322979264055
modelO-rubber_2_rotateLeft_left,-0.859,-0.111,9.511,-0.859,0.0,15,0.866,0.2068011226419688
modelO-rubber_1_rotateLeft_up-left,-0.217,0.029,1.219,0.25,0.142,15,0.219,0.7210006706938363
modelO-rubber_2_rotateLeft_up-left,-0.32,0.081,8.454,0.349,0.199,15,0.33,0.793576125555891
modelO-rubber_1_rotateRight_up,-0.036,0.146,1.27,0.0,0.146,15,0.15,0.27563370629882145
modelO-rubber_2_rotateRight_up,0.01,0.273,2.438,0.0,0.273,15,0.273,0.2292482606355277
modelO-rubber_1_rotateRight_up-right,0.128,0.134,1.219,0.346,0.197,15,0.185,0.46744451520870667
modelO-rubber_2_rotateRight_up-right,0.195,0.226,4.673,0.298,0.17,15,0.298,0.29747922383886377
modelO-rubber_1_rotateRight_right,0.593,0.121,1.169,0.593,0.0,15,0.605,0.36239648884333575
modelO-rubber_2_rotateRight_right,0.812,-0.018,10.408,0.812,0.0,15,0.812,0.09814551925157959
modelO-rubber_1_rotateRight_down-right,1.187,-0.145,33.366,1.047,0.596,15,1.196,1.0746565789290892
modelO-rubber_2_rotateRight_down-right,0.94,-0.275,44.395,0.84,0.478,15,0.979,1.2726506183243187
modelO-rubber_1_rotateRight_down,0.012,-0.273,1.167,0.0,-0.273,15,0.273,0.2534313954283756
modelO-rubber_2_rotateRight_down,-0.143,-0.525,9.189,0.0,-0.525,15,0.544,0.24442108283339048
modelO-rubber_1_rotateRight_down-left,-1.385,-0.084,41.024,1.188,0.676,15,1.388,3.1371001217191017
modelO-rubber_2_rotateRight_down-left,-1.36,-0.077,45.0,1.169,0.666,15,1.362,3.1594838262027443
modelO-rubber_1_rotateRight_left,-0.833,0.122,9.462,-0.833,0.0,15,0.842,0.21865633397544598
modelO-rubber_2_rotateRight_left,-0.776,-0.094,14.242,-0.776,0.0,15,0.782,0.10722959573011703
modelO-rubber_1_rotateRight_up-left,-0.3,0.209,8.471,0.322,0.183,15,0.366,0.7364957180564834
modelO-rubber_2_rotateRight_up-left,-0.308,0.248,14.432,0.348,0.198,15,0.395,0.6678161985238433
modelO-pin-noStopper_1_noRotate_up,0.044,0.349,1.169,0.0,0.349,0,0.352,0.0644028989558137
modelO-pin-noStopper_2_noRotate_up,-0.015,0.261,4.764,0.0,0.261,0,0.261,0.09814748556500988
modelO-pin-noStopper_1_noRotate_up-right,0.187,0.197,1.169,0.242,0.138,0,0.272,0.10106267827611683
modelO-pin-noStopper_2_noRotate_up-right,0.379,0.149,2.386,0.395,0.225,0,0.407,0.11930950730837511
modelO-pin-noStopper_1_noRotate_right,0.52,-0.032,0.0,0.52,0.0,0,0.521,0.032
modelO-pin-noStopper_2_noRotate_right,0.778,0.124,0.0,0.778,0.0,0,0.788,0.124
modelO-pin-noStopper_1_noRotate_down-right,0.658,-0.391,0.0,0.748,0.426,0,0.765,0.8219422120806303
modelO-pin-noStopper_2_noRotate_down-right,1.187,-0.179,34.992,1.025,0.583,0,1.2,1.3897557781543863
modelO-pin-noStopper_1_noRotate_down,0.007,-0.309,1.169,0.0,-0.309,0,0.309,0.02740289895581371
modelO-pin-noStopper_2_noRotate_down,0.017,-0.303,1.169,0.0,-0.303,0,0.303,0.03740289895581371
modelO-pin-noStopper_1_noRotate_down-left,-0.781,-0.402,5.826,0.763,0.435,0,0.878,1.857958771710082
modelO-pin-noStopper_2_noRotate_down-left,-1.468,-0.203,53.839,1.263,0.719,0,1.482,3.822105152680847
modelO-pin-noStopper_1_noRotate_left,-0.615,-0.116,1.123,-0.615,0.0,0,0.626,0.13560004749989632
modelO-pin-noStopper_2_noRotate_left,-0.641,-0.051,13.434,-0.641,0.0,0,0.643,0.2854675317129183
modelO-pin-noStopper_1_noRotate_up-left,-0.155,0.086,3.46,0.209,0.119,0,0.177,0.4258812101058967
modelO-pin-noStopper_2_noRotate_up-left,-0.318,0.275,11.768,0.39,0.222,0,0.42,0.9153713320355765
modelO-pin-noStopper_1_noRotate_rotate-clockwise,0.098,-0.058,19.604,0.0,0.0,19.604,0.114,0.11387712676389408
modelO-pin-noStopper_2_noRotate_rotate-clockwise,0.018,-0.038,26.67,0.0,0.0,26.67,0.042,0.04204759208325728
modelO-pin-noStopper_1_noRotate_rotate-counterClockwise,-0.035,0.057,26.764,0.0,0.0,26.764,0.067,0.06688796603276258
modelO-pin-noStopper_2_noRotate_rotate-counterClockwise,0.154,0.078,14.292,0.0,0.0,14.292,0.173,0.17262676501632068
modelO-pin-noStopper_1_rotateLeft_up,0.015,0.205,1.219,0.0,0.205,15,0.206,0.25552382421733855
modelO-pin-noStopper_2_rotateLeft_up,-0.013,0.14,1.219,0.0,0.14,15,0.141,0.25352382421733854
modelO-pin-noStopper_1_rotateLeft_up-right,0.225,0.209,11.768,0.299,0.17,15,0.307,0.14005711372740934
modelO-pin-noStopper_2_rotateLeft_up-right,0.282,0.153,1.169,0.413,0.235,15,0.321,0.39594421609935204
modelO-pin-noStopper_1_rotateLeft_right,0.573,0.153,10.84,0.573,0.0,15,0.593,0.2256056968829641
modelO-pin-noStopper_2_rotateLeft_right,0.755,-0.089,4.677,0.755,0.0,15,0.76,0.26917033868337464
modelO-pin-noStopper_1_rotateLeft_down-right,1.117,-0.12,35.215,1.073,0.611,15,1.123,1.085141324452238
modelO-pin-noStopper_2_rotateLeft_down-right,1.056,-0.109,33.024,1.142,0.65,15,1.062,1.0784348063259255
modelO-pin-noStopper_1_rotateLeft_down,-0.024,-0.247,0.0,0.0,-0.247,15,0.248,0.28579938779914943
modelO-pin-noStopper_2_rotateLeft_down,-0.013,-0.093,0.02,0.0,-0.093,15,0.094,0.2744503219487506
modelO-pin-noStopper_1_rotateLeft_down-left,-1.071,-0.145,33.69,0.951,0.542,15,1.081,2.4617237533130316
modelO-pin-noStopper_2_rotateLeft_down-left,-1.243,-0.207,56.31,1.103,0.628,15,1.26,3.2111643837745603
modelO-pin-noStopper_1_rotateLeft_left,-0.397,0.038,7.125,-0.397,0.0,15,0.399,0.17544467859455345
modelO-pin-noStopper_2_rotateLeft_left,-0.598,-0.06,12.479,-0.598,0.0,15,0.601,0.10399975044277704
modelO-pin-noStopper_1_rotateLeft_up-left,-0.096,0.218,2.338,0.219,0.124,15,0.238,0.5497199198338771
